Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,OBJECTID
"2018500318423","255743","133711",-4.061011,51.084524,"50","3","1","1",30/07/2018,"2",10:07:00,"582",E10000008,"6","0","6","30","3","4","3","39","0","0","1","1","1","0","0","1","1",E01020132,"722"
"2018500803964","255270","133691",-4.067752,51.084226,"50","3","1","1",14/11/2018,"4",12:41:00,"582",E10000008,"4","3149","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1",E01020132,"722"
"2018500806384","255389","133646",-4.066036,51.083851,"50","3","2","2",14/12/2018,"6",17:45:00,"582",E10000008,"6","0","6","30","6","2","4","3149","0","8","4","1","1","0","0","1","1",E01020132,"722"
"2018500316873","266536","144184",-3.910889,51.181263,"50","2","1","1",06/07/2018,"6",12:15:00,"582",E10000008,"3","39","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020100,"724"
"2018500324661","266151","144008",-3.916329,51.179591,"50","3","1","2",18/08/2018,"7",09:40:00,"582",E10000008,"3","39","6","60","3","4","6","0","0","0","1","1","2","0","0","2","1",E01020100,"724"
"2018500800208","264839","143229",-3.934795,51.172281,"50","2","2","1",29/09/2018,"7",13:24:00,"582",E10000008,"3","39","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020100,"724"
"2018500800335","267222","145392",-3.901527,51.192279,"50","3","1","1",25/09/2018,"3",17:32:00,"582",E10000008,"3","39","6","60","6","4","6","0","0","0","1","1","1","0","0","2","1",E01020100,"724"
"2018500807224","266520","144163",-3.91111,51.18107,"50","3","1","1",11/05/2018,"6",20:44:00,"582",E10000008,"3","39","6","60","0","-1","-1","0","0","0","4","1","2","0","0","2","1",E01020100,"724"
"2018500295787","252429","147106",-4.113786,51.20405,"50","3","2","1",19/04/2018,"5",09:05:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020115,"725"
"2018500330776","251920","147651",-4.121292,51.208815,"50","2","2","1",16/09/2018,"1",03:25:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1",E01020112,"725"
"2018500803216","252133","147315",-4.118106,51.205851,"50","3","1","1",28/11/2018,"4",15:31:00,"582",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2",E01020111,"725"
"2018500805462","251839","147606",-4.122432,51.20839,"50","3","1","1",22/11/2018,"5",16:15:00,"582",E10000008,"6","0","6","30","3","1","6","0","0","0","7","1","1","0","0","1","1",E01020112,"725"
"2018500806544","251865","147627",-4.122069,51.208585,"50","3","1","1",19/12/2018,"4",15:37:00,"582",E10000008,"3","399","6","30","9","4","6","0","0","4","1","2","2","0","0","1","1",E01020112,"725"
"2018500260743","251593","146812",-4.125622,51.201191,"50","3","1","1",05/01/2018,"6",14:30:00,"582",E10000008,"3","361","6","30","8","-1","6","0","0","0","1","2","2","0","0","1","1",E01020116,"726"
"2018500262321","251329","145083",-4.128682,51.185586,"50","3","1","1",16/01/2018,"3",12:00:00,"582",E10000008,"3","361","6","40","0","-1","-1","0","0","0","1","9","2","0","0","2","2",E01020117,"726"
"2018500266280","251570","146961",-4.126013,51.202524,"50","2","2","1",29/01/2018,"2",10:45:00,"582",E10000008,"3","361","6","30","3","4","6","0","0","0","1","2","2","0","0","1","1",E01020116,"726"
"2018500279644","252149","144311",-4.11664,51.178862,"50","3","1","1",16/03/2018,"6",08:20:00,"582",E10000008,"3","3123","6","30","0","-1","-1","0","0","0","1","1","1","0","0","2","2",E01020117,"726"
"2018500281120","250116","144192",-4.145654,51.177262,"50","3","1","1",09/03/2018,"6",16:43:00,"582",E10000008,"3","3123","6","60","0","-1","-1","0","0","0","1","5","2","0","0","2","1",E01020108,"726"
"2018500309533","251856","145782",-4.121435,51.192004,"50","2","3","1",18/06/2018,"2",12:17:00,"582",E10000008,"3","361","6","40","9","4","6","0","0","0","1","1","2","0","0","2","1",E01020117,"726"
"2018500320284","251590","146824",-4.12567,51.201298,"50","2","2","4",28/07/2018,"7",04:27:00,"582",E10000008,"3","361","6","40","0","-1","-1","0","0","0","6","1","1","0","0","1","1",E01020116,"726"
"2018500806176","251982","146039",-4.11974,51.194346,"50","2","2","2",09/12/2018,"1",19:12:00,"582",E10000008,"3","361","6","30","0","-1","-1","0","0","0","4","8","2","0","0","2","1",E01020117,"726"
"2018500286354","251371","146656",-4.128733,51.199732,"50","3","2","2",27/03/2018,"3",14:59:00,"582",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01020118,"727"
"2018500296534","250951","145926",-4.134437,51.193062,"50","2","1","1",08/05/2018,"3",23:04:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","6","1","1","0","0","1","1",E01020117,"727"
"2018500802975","251953","146370",-4.120291,51.197313,"50","2","1","1",11/07/2018,"4",18:00:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","9","1","0","0","1","2",E01020117,"728"
"2018500310103","247122","139184",-4.186326,51.131469,"50","3","2","1",20/02/2018,"3",15:47:00,"582",E10000008,"6","0","6","40","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020109,"729"
"2018500800066","246989","139268",-4.188261,51.132188,"50","3","2","1",13/08/2018,"2",15:54:00,"582",E10000008,"6","0","6","20","0","-1","-1","0","0","0","1","1","2","0","0","2","1",E01020109,"729"
"2018500273017","250511","143265",-4.139622,51.169036,"50","3","1","1",26/01/2018,"6",17:46:00,"582",E10000008,"3","361","6","60","0","-1","-1","0","0","0","6","8","2","0","0","2","2",E01020108,"730"
"2018500295213","254130","142134",-4.087435,51.159808,"50","3","2","3",30/03/2018,"6",10:46:00,"582",E10000008,"4","3230","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020108,"730"
"2018500295785","249685","140350",-4.15021,51.142625,"50","3","2","1",02/05/2018,"4",10:30:00,"582",E10000008,"3","361","6","40","0","-1","-1","0","0","0","1","8","2","0","0","2","1",E01020108,"730"
"2018500306846","249379","144103",-4.156153,51.176269,"50","3","1","1",31/05/2018,"5",23:50:00,"582",E10000008,"4","3343","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","2",E01020108,"730"
"2018500308002","250001","140625",-4.14581,51.14518,"50","3","1","1",19/06/2018,"3",14:48:00,"582",E10000008,"3","361","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020108,"730"
"2018500320914","250801","141882",-4.134903,51.156684,"50","3","2","9",06/08/2018,"2",12:07:00,"582",E10000008,"3","361","6","60","3","4","6","0","0","0","1","1","1","0","0","2","1",E01020108,"730"
"2018500800522","248841","144117",-4.163849,51.176253,"50","3","2","1",23/09/2018,"1",15:30:00,"582",E10000008,"4","3343","6","40","3","4","6","0","0","0","1","1","1","0","0","2","1",E01020108,"730"
"2018500802323","250667","142343",-4.137009,51.160792,"50","2","2","5",15/06/2018,"6",22:15:00,"582",E10000008,"3","361","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1",E01020108,"730"
"2018500275580","247948","128172",-4.169893,51.032737,"50","2","2","4",25/02/2018,"1",15:20:00,"582",E10000008,"3","39","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020119,"732"
"2018500290491","248810","127916",-4.157502,51.030664,"50","3","1","1",19/03/2018,"2",09:57:00,"582",E10000008,"6","0","6","60","0","-1","-1","0","0","0","1","1","4","0","0","2","1",E01020119,"732"
"2018500320314","249735","128867",-4.144715,51.039453,"50","3","2","1",01/08/2018,"4",07:39:00,"582",E10000008,"3","39","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020119,"732"
"2018500330339","246570","128002",-4.189458,51.030843,"50","3","2","1",12/09/2018,"4",08:10:00,"582",E10000008,"3","39","3","60","0","-1","-1","0","0","0","1","1","2","0","0","2","2",E01020119,"732"
"2018500801522","246833","129105",-4.186176,51.040824,"50","3","1","1",04/11/2018,"1",10:59:00,"582",E10000008,"4","3233","6","30","0","-1","-1","0","0","0","1","1","2","0","0","2","2",E01020119,"732"
"2018500804015","246014","127045",-4.196974,51.022095,"50","2","2","1",10/12/2018,"2",09:00:00,"582",E10000008,"6","0","6","30","3","4","4","3233","0","0","1","1","1","0","0","2","1",E01020119,"732"
"2018500316638","250817","129294",-4.129469,51.043572,"50","2","2","1",26/07/2018,"5",17:53:00,"582",E10000008,"3","39","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020119,"733"
"2018500296919","251319","127486",-4.121571,51.027455,"50","3","1","1",12/05/2018,"7",11:22:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","2","2",E01020119,"734"
"2018500800640","252604","126358",-4.102801,51.01765,"50","3","2","2",16/10/2018,"3",09:30:00,"582",E10000008,"4","3232","6","60","0","-1","-1","0","0","0","1","1","2","0","0","2","2",E01020119,"735"
"2018500809409","251459","130286",-4.120725,51.052653,"50","3","1","1",24/12/2018,"2",12:41:00,"582",E10000008,"3","39","6","60","0","-1","-1","0","0","0","1","1","2","0","0","2","1",E01020119,"735"
"2018500260632","252743","127053",-4.101103,51.023931,"50","3","1","1",11/01/2018,"5",20:53:00,"582",E10000008,"4","3232","6","60","0","-1","-1","0","0","0","6","1","1","7","0","2","1",E01020119,"736"
"2018500273044","250098","135115",-4.142132,51.095692,"50","3","1","1",03/02/2018,"7",07:18:00,"582",E10000008,"3","361","1","40","1","4","6","0","0","0","7","2","2","0","0","2","1",E01020110,"738"
"2018500274685","250513","134976",-4.136153,51.094552,"50","2","1","1",24/02/2018,"7",13:16:00,"582",E10000008,"3","361","1","40","1","4","6","0","0","0","1","1","1","0","0","2","1",E01020110,"738"
"2018500275813","252867","135479",-4.102765,51.099681,"50","3","2","2",30/01/2018,"3",15:52:00,"582",E10000008,"6","0","2","30","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020110,"738"
"2018500279172","250430","134985",-4.137341,51.094611,"50","3","3","2",12/03/2018,"2",13:50:00,"582",E10000008,"3","361","6","40","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020110,"738"
"2018500291595","249485","135676",-4.151114,51.100573,"50","3","1","1",01/02/2018,"5",21:40:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","4","1","2","0","0","2","2",E01020110,"738"
"2018500800467","249554","135471",-4.150044,51.098749,"50","2","2","1",08/10/2018,"2",11:00:00,"582",E10000008,"3","361","6","30","3","4","6","0","0","0","1","1","1","0","0","2","2",E01020110,"738"
"2018500803205","249368","135559",-4.152735,51.099491,"50","2","1","1",01/12/2018,"7",22:59:00,"582",E10000008,"3","361","6","30","0","-1","-1","0","0","0","4","2","2","0","0","2","1",E01020110,"738"
"2018500802920","253041","134684",-4.099958,51.092582,"50","3","1","1",28/11/2018,"4",17:02:00,"582",E10000008,"3","361","3","50","0","-1","-1","0","0","0","4","5","2","0","0","2","1",E01020110,"739"
"2018500300981","252233","132500",-4.110594,51.072748,"50","2","2","1",23/05/2018,"4",17:20:00,"582",E10000008,"4","3233","6","30","3","4","6","0","0","8","1","1","1","0","0","2","1",E01020086,"740"
"2018500801491","253783","132428",-4.088456,51.072498,"50","3","2","2",03/11/2018,"7",19:15:00,"582",E10000008,"4","3233","6","30","3","4","6","0","0","0","4","1","2","0","0","1","2",E01020086,"740"
"2018500324679","252981","131258",-4.09942,51.061779,"50","2","2","2",24/08/2018,"6",17:58:00,"582",E10000008,"3","39","6","60","0","-1","-1","0","0","0","1","2","2","0","0","2","1",E01020086,"741"
"2018500805089","253958","131610",-4.085629,51.065192,"50","3","2","1",14/12/2018,"6",14:35:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","9","1","0","0","1","2",E01020085,"741"
"2018500803692","252475","131085",-4.106565,51.060095,"50","3","2","2",30/10/2018,"3",16:24:00,"582",E10000008,"3","39","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020107,"743"
"2018500261077","260496","123885",-3.989408,50.997395,"50","3","1","1",01/01/2018,"2",18:54:00,"582",E10000008,"4","3217","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1",E01020097,"744"
"2018500274358","259010","123083",-4.010259,50.989825,"50","3","4","1",16/02/2018,"6",07:26:00,"582",E10000008,"4","3227","6","30","0","-1","-1","0","0","0","1","1","2","0","0","2","1",E01020097,"744"
"2018500274408","259172","122870",-4.007869,50.987951,"50","3","1","1",23/02/2018,"6",08:08:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","4","0","0","2","1",E01020097,"744"
"2018500804573","259902","123358",-3.997664,50.992515,"50","3","2","1",26/11/2018,"2",14:50:00,"582",E10000008,"4","3227","6","60","3","4","4","3227","0","0","1","1","1","0","0","2","1",E01020097,"744"
"2018500809135","260773","122161",-3.984801,50.981969,"50","3","1","1",06/12/2018,"5",10:20:00,"582",E10000008,"3","377","6","60","0","-1","-1","0","0","0","1","1","2","0","0","2","1",E01020097,"744"
"2018500268844","269674","128355",-3.860297,51.039724,"50","3","2","3",02/02/2018,"6",17:14:00,"582",E10000008,"3","361","6","60","0","-1","-1","0","0","0","4","8","2","0","0","2","1",E01020097,"747"
"2018500274284","269424","128556",-3.863933,51.041474,"50","3","2","2",16/02/2018,"6",10:28:00,"582",E10000008,"3","361","6","60","0","-1","-1","0","0","0","1","1","2","0","0","2","1",E01020097,"747"
"2018500307296","269993","128093",-3.855655,51.037442,"50","2","2","1",15/05/2018,"3",20:18:00,"582",E10000008,"6","0","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020097,"747"
"2018500800263","266220","127947",-3.909384,51.035262,"50","3","2","1",18/09/2018,"3",20:45:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","6","9","2","0","0","2","2",E01020097,"747"
"2018500800625","266061","127906",-3.911636,51.034857,"50","3","3","4",09/10/2018,"3",13:47:00,"582",E10000008,"6","0","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020097,"747"
"2018500810360","266928","128094",-3.899347,51.036748,"50","1","1","1",23/06/2018,"7",20:08:00,"582",E10000008,"6","0","6","40","0","-1","-1","0","0","0","1","1","1","0","2","2","1",E01020097,"747"
"2018500320867","269683","122498",-3.858064,50.987084,"50","3","1","1",11/08/2018,"7",21:29:00,"582",E10000008,"6","0","6","60","9","4","6","0","0","0","6","2","2","0","0","2","1",E01020097,"748"
"2018500329572","269691","122508",-3.857953,50.987176,"50","3","1","1",31/08/2018,"6",00:17:00,"582",E10000008,"6","0","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1",E01020097,"748"
"2018500328507","261403","124293",-3.976646,51.001281,"50","3","2","1",02/07/2018,"2",17:58:00,"582",E10000008,"4","3227","6","40","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020097,"749"
"2018500800009","263580","125484",-3.946087,51.012506,"50","3","1","1",24/08/2018,"6",13:40:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","2","2","0","0","2","1",E01020097,"751"
"2018500800344","267318","124054",-3.892309,51.000529,"50","3","1","1",27/09/2018,"5",21:26:00,"582",E10000008,"6","0","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1",E01020097,"751"
"2018500288601","265994","129462",-3.913167,51.048826,"50","2","2","3",08/04/2018,"1",02:26:00,"582",E10000008,"3","361","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020131,"752"
"2018500302577","278266","132400",-3.739168,51.077967,"50","3","1","1",03/06/2018,"1",23:15:00,"582",E10000008,"6","0","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1",E01020131,"755"
"2018500321893","273538","129688",-3.805677,51.052569,"50","3","1","1",16/08/2018,"5",15:30:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","2","2",E01020131,"755"
"2018500800229","272095","127029",-3.825315,51.028351,"50","3","2","2",30/09/2018,"1",15:30:00,"582",E10000008,"3","361","3","30","3","4","6","0","0","0","1","1","1","0","0","2","1",E01020131,"755"
"2018500800143","280641","128085",-3.703856,51.039682,"50","2","2","1",06/09/2018,"5",10:17:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","2","2","0","0","2","1",E01020131,"757"
"2018500264069","248956","136103",-4.158843,51.104271,"50","3","2","1",22/01/2018,"2",08:30:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","2","0","0","2","2",E01020089,"759"
"2018500316615","248880","136371",-4.16004,51.106659,"50","2","2","2",20/07/2018,"6",08:19:00,"582",E10000008,"3","361","6","30","8","4","6","0","0","0","1","1","1","0","0","2","1",E01020089,"759"
"2018500294848","250152","137187",-4.142223,51.114325,"50","3","2","1",05/05/2018,"7",22:14:00,"582",E10000008,"6","0","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1",E01020090,"760"
"2018500324371","251331","136304",-4.125027,51.106698,"50","3","2","1",17/08/2018,"6",17:18:00,"582",E10000008,"6","0","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020090,"760"
"2018500264954","271316","125868",-3.836005,51.017742,"50","3","1","1",15/01/2018,"2",08:00:00,"582",E10000008,"6","0","6","30","3","4","6","0","0","0","1","2","2","0","0","2","1",E01020137,"761"
"2018500272120","271013","127561",-3.840925,51.03289,"50","3","2","1",12/02/2018,"2",07:39:00,"582",E10000008,"3","361","6","60","0","-1","-1","0","0","0","1","3","3","0","0","2","1",E01020136,"761"
"2018500284203","271573","125905",-3.832356,51.018132,"50","2","1","3",27/02/2018,"3",16:25:00,"582",E10000008,"4","3227","6","30","0","-1","-1","0","0","1","1","1","2","0","0","2","1",E01020137,"761"
"2018500294891","270014","127792",-3.855248,51.034741,"50","3","1","1",11/04/2018,"4",05:50:00,"582",E10000008,"6","0","6","60","3","4","4","3226","0","0","6","5","2","0","0","2","1",E01020136,"761"
"2018500299298","271315","125866",-3.836019,51.017724,"50","3","2","1",24/05/2018,"5",08:50:00,"582",E10000008,"4","3226","6","30","3","4","6","0","0","0","1","1","1","0","0","2","2",E01020137,"761"
"2018500303128","271382","125866",-3.835064,51.017739,"50","3","1","1",01/06/2018,"6",11:40:00,"582",E10000008,"4","3227","6","20","9","4","4","3226","0","1","1","1","1","0","0","2","2",E01020137,"761"
"2018500303430","271893","125939",-3.827808,51.018509,"50","3","5","1",04/06/2018,"2",22:51:00,"582",E10000008,"4","3227","6","30","0","-1","-1","0","0","0","4","1","1","0","0","2","1",E01020137,"761"
"2018500309585","270031","128172",-3.855142,51.03816,"50","3","3","1",24/06/2018,"1",14:38:00,"582",E10000008,"3","361","1","60","1","4","3","361","0","0","1","1","1","0","0","2","1",E01020136,"761"
"2018500320845","271360","125834",-3.835366,51.017446,"50","3","2","1",03/06/2018,"1",09:16:00,"582",E10000008,"4","3226","6","30","3","4","4","3226","0","0","1","1","1","0","0","2","2",E01020137,"761"
"2018500800176","270128","128118",-3.85374,51.037697,"50","3","2","2",24/09/2018,"2",12:48:00,"582",E10000008,"3","361","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020136,"761"
"2018500800661","271565","125902",-3.832469,51.018103,"50","3","1","1",16/10/2018,"3",12:19:00,"582",E10000008,"4","3227","6","30","3","4","6","0","0","1","1","1","1","0","0","2","1",E01020137,"761"
"2018500803847","269353","124873",-3.863618,51.008356,"50","3","2","2",04/12/2018,"3",11:35:00,"582",E10000008,"4","3226","6","60","3","4","6","0","0","0","1","1","2","0","0","2","1",E01020136,"761"
"2018500809132","270008","128208",-3.855483,51.038479,"50","3","1","1",01/12/2018,"7",23:53:00,"582",E10000008,"3","399","1","60","1","4","3","361","0","0","4","2","2","0","0","2","1",E01020136,"761"
"2018500308442","271342","126910",-3.836005,51.027113,"50","3","2","1",09/06/2018,"7",08:20:00,"582",E10000008,"6","0","6","20","3","4","6","0","0","0","1","1","1","0","0","2","1",E01020136,"762"
"2018500320922","269762","125747",-3.858105,51.016304,"50","3","3","2",02/08/2018,"5",17:04:00,"582",E10000008,"4","3227","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020136,"762"
"2018500800612","272066","127012",-3.825722,51.028191,"50","3","2","1",10/10/2018,"4",07:40:00,"582",E10000008,"6","0","6","30","3","4","3","361","0","0","1","1","1","0","0","2","2",E01020136,"762"
"2018500803015","271224","125986",-3.837358,51.018782,"50","3","3","1",29/11/2018,"5",16:40:00,"582",E10000008,"4","3227","6","30","3","4","4","3227","0","0","4","1","1","0","0","2","1",E01020137,"762"
"2018500276531","257992","146936",-4.034141,51.203934,"50","2","1","1",05/03/2018,"2",15:30:00,"582",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","9","1","0","0","2","2",E01020101,"763"
"2018500277751","249264","63717",-4.12475,50.45386,"50","3","2","2",11/03/2018,"1",15:50:00,"584",E10000008,"6","0","6","30","0","-1","-1","0","2","0","1","1","1","0","0","2","2",E01020145,"766"
"2018500300863","250313","62097",-4.109336,50.439569,"50","3","2","1",18/05/2018,"6",06:50:00,"584",E10000008,"3","386","3","40","5","4","6","0","0","0","1","1","1","0","0","1","1",E01020145,"766"
"2018500310988","249032","62535",-4.12754,50.443177,"50","3","2","1",22/06/2018,"6",13:30:00,"584",E10000008,"6","0","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020145,"766"
"2018500317649","252802","64620",-4.075301,50.462874,"50","3","2","1",31/07/2018,"3",17:00:00,"584",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","2","2",E01020145,"766"
"2018500323893","249912","62852",-4.115282,50.446252,"50","3","1","1",15/08/2018,"4",18:00:00,"584",E10000008,"6","0","6","40","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020145,"766"
"2018500800127","250311","62383",-4.109479,50.442139,"50","3","2","1",27/09/2018,"5",17:00:00,"584",E10000008,"3","386","3","40","1","4","3","386","0","0","1","1","1","0","0","1","2",E01020145,"766"
"2018500295345","254288","52423",-4.049644,50.353624,"50","3","4","2",10/05/2018,"5",15:17:00,"584",E10000008,"3","379","6","40","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020187,"772"
"2018500321006","257142","56405",-4.011063,50.390113,"50","3","2","2",10/08/2018,"6",07:05:00,"584",E10000008,"6","0","6","30","3","4","6","0","0","0","1","2","2","0","0","2","1",E01020149,"773"
"2018500800328","256007","58414",-4.02779,50.407892,"50","2","2","1",03/10/2018,"4",06:50:00,"584",E10000008,"4","3417","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1",E01020149,"773"
"2018500256619","256242","55216",-4.023261,50.379207,"50","2","1","2",01/01/2018,"2",08:30:00,"584",E10000008,"3","38","3","70","5","4","3","38","0","0","6","5","2","0","0","2","1",E01020149,"774"
"2018500280430","260191","55677",-3.967926,50.384303,"50","3","3","1",12/03/2018,"2",07:46:00,"584",E10000008,"3","38","3","70","0","-1","-1","0","0","0","1","2","2","0","0","2","1",E01020149,"774"
"2018500285397","258189","55518",-3.996009,50.382394,"50","2","1","1",01/04/2018,"1",03:51:00,"584",E10000008,"3","38","3","70","0","-1","-1","0","0","0","6","1","1","0","2","2","1",E01020149,"774"
"2018500298374","257693","55802",-4.003089,50.384827,"50","3","2","1",22/05/2018,"3",17:00:00,"584",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","2","2",E01020149,"774"
"2018500301246","259054","55598",-3.98388,50.383321,"50","3","2","1",18/05/2018,"6",09:00:00,"584",E10000008,"6","0","6","60","3","4","6","0","0","0","1","1","1","0","0","2","1",E01020149,"774"
"2018500301603","260375","55713",-3.965353,50.38467,"50","3","2","1",25/05/2018,"6",07:42:00,"584",E10000008,"3","38","3","70","5","4","3","38","0","0","1","1","1","0","0","2","1",E01020149,"774"
"2018500306857","260139","55622",-3.968637,50.383796,"50","3","2","2",31/05/2018,"5",07:58:00,"584",E10000008,"3","38","6","60","3","4","6","0","0","0","1","1","1","0","0","2","1",E01020149,"774"
"2018500308814","259410","55532",-3.978851,50.382813,"50","3","1","1",10/06/2018,"1",16:58:00,"584",E10000008,"3","38","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020149,"774"
"2018500316667","257411","55284",-4.006856,50.380102,"50","3","2","1",26/07/2018,"5",11:42:00,"584",E10000008,"6","0","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020149,"774"
"2018500800098","258346","54957",-3.993591,50.377389,"50","2","3","2",23/09/2018,"1",16:10:00,"584",E10000008,"6","0","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020149,"774"
"2018500800448","258800","55484",-3.987408,50.382235,"50","3","2","1",15/10/2018,"2",10:29:00,"584",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","2","0","0","2","1",E01020149,"774"
"2018500800506","256144","55152",-4.024614,50.378607,"50","3","2","1",14/10/2018,"1",18:22:00,"584",E10000008,"3","38","7","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1",E01020149,"774"
"2018500801109","260237","55770",-3.967314,50.38515,"50","3","2","1",29/10/2018,"2",14:19:00,"584",E10000008,"3","38","7","30","5","4","6","0","0","0","1","1","1","0","0","2","1",E01020149,"774"
"2018500835017","256169","55372",-4.024347,50.380591,"50","3","2","2",19/12/2018,"4",19:09:00,"584",E10000008,"3","38","6","30","3","1","4","3416","0","0","4","9","2","0","0","2","1",E01020149,"774"
"2018500805826","259103","60806",-3.985146,50.430143,"50","2","2","1",27/09/2018,"5",10:01:00,"584",E10000008,"6","0","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020148,"775"
"2018500320614","260988","55734",-3.956744,50.385004,"50","2","1","1",10/08/2018,"6",01:25:00,"584",E10000008,"3","38","3","70","0","-1","-1","0","0","0","6","1","1","0","0","2","1",E01020159,"777"
"2018500325290","262683","53427",-3.932073,50.364667,"50","3","2","1",29/07/2018,"1",15:54:00,"584",E10000008,"6","0","6","60","0","-1","-1","0","0","0","1","2","2","0","0","2","1",E01020159,"777"
"2018500325299","261412","55723",-3.950779,50.385005,"50","3","2","1",30/07/2018,"2",15:34:00,"584",E10000008,"3","38","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020159,"777"
"2018500800225","260658","55753",-3.96139,50.385097,"50","3","3","5",27/09/2018,"5",07:42:00,"584",E10000008,"3","38","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020159,"777"
"2018500800389","261550","56667",-3.949187,50.393523,"50","3","1","1",13/10/2018,"7",01:33:00,"584",E10000008,"6","0","6","60","0","-1","-1","0","0","0","6","5","2","0","0","2","1",E01020159,"777"
"2018500802250","261654","55776",-3.947397,50.385539,"50","3","1","1",15/11/2018,"5",08:05:00,"584",E10000008,"6","0","7","70","5","4","6","0","0","0","1","1","1","0","0","2","1",E01020159,"777"
"2018500259768","266402","50898",-3.878915,50.342791,"50","3","1","1",06/01/2018,"7",09:45:00,"584",E10000008,"3","379","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020158,"778"
"2018500289811","265105","51675",-3.897411,50.349479,"50","2","1","1",20/04/2018,"6",14:54:00,"584",E10000008,"3","379","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020158,"778"
